OGOrthogroup	GNM1107	GNM1232	GNM1382	GNM1383	GNM1670	GNM1683	GNM225	GNM3434	GNM356	GNM358	GNM3890	GNM425	GNM4440	GNM50571	GNM565	GNM694	GNM742	GNM746	GNM747
OG0002414	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OG0002416	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1
OG0002417	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
OG0002418	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
OG0002419	0	1	0	0	2	1	0	2	2	1	2	1	2	1	0	1	1	0	0
OG0002420	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002421	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1
OG0002422	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0002423	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0
OG0002424	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
OG0002425	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	1	0	2	1
OG0002426	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0
OG0002427	1	0	2	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1
OG0002428	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
OG0002429	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1
OG0002430	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0
OG0002431	0	0	1	0	1	2	0	2	1	1	1	0	1	1	0	0	0	0	0
OG0002432	0	0	0	1	1	2	0	2	1	2	2	0	2	2	1	1	0	1	2
OG0002433	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0
OG0002434	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
OG0002435	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
OG0002436	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1
OG0002437	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1
OG0002438	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0002439	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1
OG0002440	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
OG0002441	0	2	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0
OG0002442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
OG0002443	1	1	1	1	0	0	1	0	0	0	0	1	0	0	2	1	0	1	0
OG0002444	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	2	1
OG0002445	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0002446	0	0	0	0	0	0	1	0	3	0	0	1	3	0	2	1	0	1	1
OG0002447	2	2	0	0	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2
OG0002448	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002449	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0002450	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OG0002451	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OG0002452	1	0	1	1	1	1	1	1	2	1	1	0	1	0	1	0	0	1	1
OG0002453	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0
OG0002454	0	1	2	0	0	1	0	1	0	0	0	0	0	0	2	0	1	1	1
OG0002455	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0002456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
OG0002457	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0
OG0002458	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002459	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	2	0	1	2
OG0002460	1	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	3	3
OG0002461	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0002462	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1
OG0002463	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0002464	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
OG0002465	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
OG0002466	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	2
OG0002467	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
OG0002468	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002469	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
OG0002470	0	3	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0
OG0002471	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
OG0002472	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
OG0002473	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
OG0002474	1	1	0	0	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1
OG0002475	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0
OG0002476	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
OG0002477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002478	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0002479	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1
OG0002480	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1
OG0002481	0	1	2	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0
OG0002482	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OG0002484	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
OG0002485	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
OG0002486	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	2	1
OG0002487	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1
OG0002488	0	5	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OG0002489	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0002490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OG0002491	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OG0002493	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0002494	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OG0002495	1	1	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1
OG0002496	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	2
OG0002497	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
OG0002498	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0002499	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002500	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0
OG0002501	1	2	2	2	1	1	1	1	1	1	1	0	1	3	1	2	0	1	1
OG0002502	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2
OG0002503	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	2
OG0002504	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1
OG0002505	0	2	1	1	0	0	0	1	0	0	0	1	0	1	0	2	1	1	1
OG0002506	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0
OG0002507	0	2	1	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0
OG0002508	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1
OG0002509	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	1	2
OG0002510	0	0	0	0	1	1	0	1	1	2	1	0	1	1	1	0	0	1	1
OG0002511	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
OG0002512	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OG0002513	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
OG0002514	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
OG0002515	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0002516	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0002517	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1
OG0002518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OG0002519	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002520	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1
OG0002521	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	1	2	2
OG0002522	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0
OG0002523	0	3	0	0	1	2	1	2	0	1	0	0	0	1	0	0	0	0	0
OG0002524	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OG0002525	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0002526	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002527	1	1	0	0	0	1	0	1	0	0	0	2	0	1	1	0	0	0	0
OG0002531	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1
OG0002532	1	1	1	1	0	0	1	0	0	0	0	2	0	0	1	0	2	1	1
OG0002533	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0
OG0002534	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
OG0002535	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0
OG0002536	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
OG0002537	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0002538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	3
OG0002539	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	2	0	0	1
OG0002540	1	1	0	0	0	0	2	0	2	0	1	0	2	0	1	1	0	1	2
OG0002541	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
OG0002542	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0002543	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
OG0002544	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
OG0002545	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
OG0002546	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
OG0002547	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	2	1	0	0
OG0002548	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0
OG0002549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
OG0002550	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0002551	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0002552	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OG0002553	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0
OG0002554	0	2	1	0	0	1	0	1	0	0	0	2	0	1	1	0	0	0	0
OG0002556	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0002557	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0002558	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0
OG0002559	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0002560	0	0	2	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0
OG0002561	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1
OG0002562	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
OG0002563	1	1	2	2	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1
OG0002564	1	0	1	1	1	1	1	1	2	1	1	0	2	1	1	1	0	1	1
OG0002565	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1
OG0002566	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0
OG0002567	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
OG0002568	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1
OG0002569	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1
OG0002570	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OG0002571	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0
OG0002572	0	2	1	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0
OG0002573	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0002574	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0002575	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1
OG0002576	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
OG0002577	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
OG0002578	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0002579	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
OG0002580	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1
OG0002581	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0002582	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0002583	0	0	0	0	3	2	1	2	2	2	3	1	2	2	0	0	0	1	0
OG0002584	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1
OG0002585	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	1	1	0	0
OG0002586	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	1	1	0	0
OG0002587	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
OG0002588	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	2	1
OG0002589	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1
OG0002590	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	1	1
OG0002591	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
OG0002592	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
OG0002593	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1
OG0002594	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
OG0002595	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002596	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0
OG0002597	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0
OG0002598	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0002599	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1
OG0002600	2	1	0	2	0	0	2	0	0	0	0	1	0	0	2	2	0	2	2
OG0002601	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	1
OG0002602	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OG0002603	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	2
OG0002604	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0
OG0002605	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0
OG0002606	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	1
OG0002607	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
OG0002608	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
OG0002609	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
OG0002610	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
OG0002611	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0
OG0002612	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2
OG0002613	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0002614	2	0	2	2	1	1	1	1	1	1	1	0	2	1	1	0	0	0	2
OG0002615	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1
OG0002616	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0
OG0002617	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
OG0002618	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OG0002619	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0002620	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	1
OG0002621	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0002622	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1
OG0002623	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OG0002624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OG0002625	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0
OG0002626	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
OG0002627	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1
OG0002628	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0002629	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2
OG0002630	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1
OG0002631	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	2	1
OG0002632	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002634	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
OG0002635	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
OG0002636	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1
OG0002637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OG0002638	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002640	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0002641	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
OG0002642	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1
OG0002643	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
OG0002644	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	2	0	1	1
OG0002645	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1
OG0002647	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0002648	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OG0002649	2	1	0	1	0	0	1	0	0	0	0	2	0	0	1	0	1	1	1
OG0002650	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0002651	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0
OG0002652	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
OG0002653	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0002654	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
OG0002655	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
OG0002656	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0002657	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OG0002658	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1
OG0002659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OG0002660	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
OG0002661	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0002662	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0002663	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	3	1	0
OG0002664	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1
OG0002666	0	2	1	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0
OG0002667	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OG0002668	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	2	1	1	1
OG0002669	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
OG0002670	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0002671	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
OG0002672	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
OG0002673	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
OG0002674	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
OG0002675	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0
OG0002676	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0
OG0002677	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1
OG0002678	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
OG0002679	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
OG0002680	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
OG0002681	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OG0002682	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0002683	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0
OG0002684	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0002685	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0002686	2	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1
OG0002687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OG0002688	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1
OG0002689	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0002690	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0002691	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1
OG0002692	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
OG0002693	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
OG0002694	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	1	1	0
OG0002695	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002696	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1
OG0002697	0	0	0	0	0	0	0	1	2	0	1	1	2	1	0	2	0	3	1
OG0002698	0	1	0	1	1	1	1	1	0	1	2	0	1	2	0	1	0	2	2
OG0002700	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1
OG0002701	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OG0002702	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1
OG0002703	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0002704	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0002705	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
OG0002706	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0002707	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0
OG0002708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
OG0002709	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1
OG0002710	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1
OG0002711	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0002712	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0002713	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0002714	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0002715	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1
OG0002716	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1
OG0002717	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0
OG0002718	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1
OG0002719	0	1	1	1	0	0	0	0	0	0	0	1	0	0	2	0	1	1	1
OG0002720	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002721	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0
OG0002723	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0002724	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	1	0
OG0002725	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1
OG0002726	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002727	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002731	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0
OG0002732	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002733	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1
OG0002734	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1
OG0002735	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	2	0
OG0002737	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0
OG0002738	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
OG0002739	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1
OG0002740	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OG0002741	0	0	1	2	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1
OG0002742	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1
OG0002743	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1
OG0002744	0	0	1	2	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0
