child	parent	OG	type	number
GNM358	node3	OG0001494	nochange	1	1
GNM358	node3	OG0001495	nochange	1	1
GNM358	node3	OG0001496	nochange	1	1
GNM358	node3	OG0001497	nochange	1	1
GNM358	node3	OG0001498	nochange	1	1
GNM358	node3	OG0001499	nochange	1	1
GNM358	node3	OG0001500	nochange	1	1
GNM358	node3	OG0001501	nochange	1	1
GNM358	node3	OG0001502	nochange	1	1
GNM358	node3	OG0001504	nochange	1	1
GNM358	node3	OG0001505	nochange	1	1
GNM358	node3	OG0001506	nochange	1	1
GNM358	node3	OG0001507	nochange	1	1
GNM358	node3	OG0001508	nochange	1	1
GNM358	node3	OG0001509	nochange	1	1
GNM358	node3	OG0001510	nochange	1	1
GNM358	node3	OG0001511	nochange	1	1
GNM358	node3	OG0001512	nochange	1	1
GNM358	node3	OG0001513	nochange	1	1
GNM358	node3	OG0001514	nochange	1	1
GNM358	node3	OG0001515	nochange	2	2
GNM358	node3	OG0001516	nochange	1	1
GNM358	node3	OG0001517	nochange	1	1
GNM358	node3	OG0001518	nochange	1	1
GNM358	node3	OG0001519	nochange	1	1
GNM358	node3	OG0001520	plus	2	1
GNM358	node3	OG0001523	nochange	1	1
GNM358	node3	OG0001524	nochange	1	1
GNM358	node3	OG0001525	nochange	1	1
GNM358	node3	OG0001527	nochange	1	1
GNM358	node3	OG0001528	nochange	1	1
GNM358	node3	OG0001529	nochange	1	1
GNM358	node3	OG0001530	nochange	1	1
GNM358	node3	OG0001531	nochange	1	1
GNM358	node3	OG0001532	nochange	1	1
GNM358	node3	OG0001533	nochange	1	1
GNM358	node3	OG0001534	nochange	1	1
GNM358	node3	OG0001535	nochange	1	1
GNM358	node3	OG0001536	nochange	1	1
GNM358	node3	OG0001537	nochange	1	1
GNM358	node3	OG0001539	nochange	1	1
GNM358	node3	OG0001540	nochange	1	1
GNM358	node3	OG0001541	nochange	1	1
GNM358	node3	OG0001542	nochange	1	1
GNM358	node3	OG0001543	nochange	1	1
GNM358	node3	OG0001544	nochange	1	1
GNM358	node3	OG0001545	nochange	1	1
GNM358	node3	OG0001546	nochange	1	1
GNM358	node3	OG0001547	nochange	1	1
GNM358	node3	OG0001548	nochange	1	1
GNM358	node3	OG0001549	nochange	1	1
GNM358	node3	OG0001550	nochange	1	1
GNM358	node3	OG0001551	nochange	1	1
GNM358	node3	OG0001552	nochange	1	1
GNM358	node3	OG0001553	nochange	1	1
GNM358	node3	OG0001554	nochange	1	1
GNM358	node3	OG0001555	nochange	1	1
GNM358	node3	OG0001556	plus	2	1
GNM358	node3	OG0001557	nochange	1	1
GNM358	node3	OG0001558	nochange	1	1
GNM358	node3	OG0001559	nochange	1	1
GNM358	node3	OG0001560	nochange	1	1
GNM358	node3	OG0001561	nochange	1	1
GNM358	node3	OG0001562	nochange	1	1
GNM358	node3	OG0001563	nochange	1	1
GNM358	node3	OG0001564	nochange	1	1
GNM358	node3	OG0001565	nochange	1	1
GNM358	node3	OG0001566	nochange	1	1
GNM358	node3	OG0001567	nochange	1	1
GNM358	node3	OG0001569	nochange	1	1
GNM358	node3	OG0001571	nochange	1	1
GNM358	node3	OG0001572	nochange	1	1
GNM358	node3	OG0001573	nochange	1	1
GNM358	node3	OG0001574	nochange	1	1
GNM358	node3	OG0001575	nochange	1	1
GNM358	node3	OG0001576	nochange	1	1
GNM358	node3	OG0001577	nochange	1	1
GNM358	node3	OG0001578	nochange	1	1
GNM358	node3	OG0001579	nochange	1	1
GNM358	node3	OG0001581	nochange	1	1
GNM358	node3	OG0001582	nochange	1	1
GNM358	node3	OG0001583	nochange	1	1
GNM358	node3	OG0001584	nochange	1	1
GNM358	node3	OG0001585	nochange	1	1
GNM358	node3	OG0001586	nochange	1	1
GNM358	node3	OG0001587	nochange	1	1
GNM358	node3	OG0001589	nochange	1	1
GNM358	node3	OG0001590	nochange	1	1
GNM358	node3	OG0001591	nochange	1	1
GNM358	node3	OG0001592	nochange	1	1
GNM358	node3	OG0001593	nochange	1	1
GNM358	node3	OG0001594	nochange	1	1
GNM358	node3	OG0001595	nochange	1	1
GNM358	node3	OG0001596	nochange	1	1
GNM358	node3	OG0001597	nochange	1	1
GNM358	node3	OG0001598	nochange	1	1
GNM358	node3	OG0001599	nochange	1	1
GNM358	node3	OG0001600	nochange	1	1
GNM358	node3	OG0001601	nochange	1	1
GNM358	node3	OG0001602	nochange	1	1
GNM358	node3	OG0001603	nochange	1	1
GNM358	node3	OG0001604	nochange	1	1
GNM358	node3	OG0001605	nochange	1	1
GNM358	node3	OG0001613	nochange	1	1
GNM358	node3	OG0001615	nochange	1	1
GNM358	node3	OG0001616	nochange	1	1
GNM358	node3	OG0001617	nochange	1	1
GNM358	node3	OG0001618	nochange	1	1
GNM358	node3	OG0001619	nochange	1	1
GNM358	node3	OG0001620	nochange	1	1
GNM358	node3	OG0001621	nochange	1	1
GNM358	node3	OG0001622	nochange	1	1
GNM358	node3	OG0001623	nochange	1	1
GNM358	node3	OG0001624	nochange	1	1
GNM358	node3	OG0001625	nochange	1	1
GNM358	node3	OG0001626	nochange	1	1
GNM358	node3	OG0001627	nochange	1	1
GNM358	node3	OG0001628	nochange	1	1
GNM358	node3	OG0001629	nochange	1	1
GNM358	node3	OG0001630	nochange	1	1
GNM358	node3	OG0001631	nochange	1	1
GNM358	node3	OG0001632	nochange	1	1
GNM358	node3	OG0001633	nochange	1	1
GNM358	node3	OG0001634	nochange	1	1
GNM358	node3	OG0001635	nochange	1	1
GNM358	node3	OG0001636	nochange	1	1
GNM358	node3	OG0001637	nochange	1	1
GNM358	node3	OG0001638	nochange	1	1
GNM358	node3	OG0001639	nochange	3	3
GNM358	node3	OG0001640	nochange	1	1
GNM358	node3	OG0001641	nochange	1	1
GNM358	node3	OG0001642	nochange	1	1
GNM358	node3	OG0001643	nochange	1	1
GNM358	node3	OG0001644	nochange	1	1
GNM358	node3	OG0001645	nochange	1	1
GNM358	node3	OG0001646	nochange	1	1
GNM358	node3	OG0001647	nochange	1	1
GNM358	node3	OG0001648	nochange	1	1
GNM358	node3	OG0001649	nochange	1	1
GNM358	node3	OG0001650	nochange	1	1
GNM358	node3	OG0001652	nochange	1	1
GNM358	node3	OG0001653	plus	2	1
GNM358	node3	OG0001655	nochange	1	1
GNM358	node3	OG0001659	nochange	1	1
GNM358	node3	OG0001660	nochange	1	1
GNM358	node3	OG0001663	nochange	1	1
GNM358	node3	OG0001664	nochange	1	1
GNM358	node3	OG0001669	nochange	1	1
GNM358	node3	OG0001670	nochange	1	1
GNM358	node3	OG0001671	nochange	1	1
GNM358	node3	OG0001672	nochange	1	1
GNM358	node3	OG0001673	nochange	1	1
GNM358	node3	OG0001675	nochange	1	1
GNM358	node3	OG0001676	nochange	1	1
GNM358	node3	OG0001677	nochange	1	1
GNM358	node3	OG0001678	nochange	1	1
GNM358	node3	OG0001681	nochange	1	1
GNM358	node3	OG0001682	nochange	1	1
GNM358	node3	OG0001683	nochange	1	1
GNM358	node3	OG0001684	nochange	1	1
GNM358	node3	OG0001687	nochange	1	1
GNM358	node3	OG0001688	nochange	1	1
GNM358	node3	OG0001689	nochange	1	1
GNM358	node3	OG0001690	nochange	1	1
GNM358	node3	OG0001691	nochange	1	1
GNM358	node3	OG0001692	nochange	1	1
GNM358	node3	OG0001693	nochange	1	1
GNM358	node3	OG0001694	nochange	1	1
GNM358	node3	OG0001697	nochange	1	1
GNM358	node3	OG0001700	nochange	1	1
GNM358	node3	OG0001701	nochange	1	1
GNM358	node3	OG0001704	nochange	1	1
GNM358	node3	OG0001706	nochange	1	1
GNM358	node3	OG0001707	nochange	1	1
GNM358	node3	OG0001708	nochange	1	1
GNM358	node3	OG0001711	nochange	1	1
GNM358	node3	OG0001713	nochange	1	1
GNM358	node3	OG0001714	nochange	1	1
GNM358	node3	OG0001715	nochange	1	1
GNM358	node3	OG0001716	nochange	1	1
GNM358	node3	OG0001717	nochange	1	1
GNM358	node3	OG0001718	nochange	1	1
GNM358	node3	OG0001719	nochange	1	1
GNM358	node3	OG0001720	nochange	1	1
GNM358	node3	OG0001721	nochange	1	1
GNM358	node3	OG0001722	nochange	1	1
GNM358	node3	OG0001723	nochange	1	1
GNM358	node3	OG0001724	nochange	1	1
GNM358	node3	OG0001725	nochange	1	1
GNM358	node3	OG0001726	nochange	1	1
GNM358	node3	OG0001727	nochange	1	1
GNM358	node3	OG0001730	del	0	1
GNM358	node3	OG0001734	nochange	1	1
GNM358	node3	OG0001735	nochange	1	1
GNM358	node3	OG0001736	nochange	1	1
GNM358	node3	OG0001737	nochange	1	1
GNM358	node3	OG0001738	nochange	1	1
GNM358	node3	OG0001739	nochange	1	1
GNM358	node3	OG0001740	nochange	1	1
GNM358	node3	OG0001742	nochange	1	1
GNM358	node3	OG0001743	nochange	1	1
GNM358	node3	OG0001744	nochange	1	1
GNM358	node3	OG0001745	nochange	1	1
GNM358	node3	OG0001746	nochange	1	1
GNM358	node3	OG0001747	nochange	1	1
GNM358	node3	OG0001748	nochange	1	1
GNM358	node3	OG0001749	nochange	1	1
GNM358	node3	OG0001750	nochange	1	1
GNM358	node3	OG0001751	nochange	1	1
GNM358	node3	OG0001752	nochange	1	1
GNM358	node3	OG0001753	nochange	1	1
GNM358	node3	OG0001754	nochange	2	2
GNM358	node3	OG0001755	nochange	1	1
GNM358	node3	OG0001759	nochange	1	1
GNM358	node3	OG0001760	nochange	1	1
GNM358	node3	OG0001761	nochange	1	1
GNM358	node3	OG0001763	nochange	1	1
GNM358	node3	OG0001764	nochange	1	1
GNM358	node3	OG0001765	nochange	1	1
GNM358	node3	OG0001766	nochange	1	1
GNM358	node3	OG0001767	nochange	1	1
GNM358	node3	OG0001768	nochange	1	1
GNM358	node3	OG0001770	nochange	1	1
GNM358	node3	OG0001771	nochange	1	1
GNM358	node3	OG0001772	nochange	1	1
GNM358	node3	OG0001773	nochange	1	1
GNM358	node3	OG0001775	nochange	1	1
GNM358	node3	OG0001776	nochange	1	1
GNM358	node3	OG0001777	nochange	1	1
GNM358	node3	OG0001778	nochange	1	1
GNM358	node3	OG0001779	nochange	1	1
GNM358	node3	OG0001781	nochange	1	1
GNM358	node3	OG0001783	nochange	1	1
GNM358	node3	OG0001786	nochange	1	1
GNM358	node3	OG0001787	nochange	1	1
GNM358	node3	OG0001790	nochange	1	1
GNM358	node3	OG0001791	nochange	1	1
GNM358	node3	OG0001793	nochange	1	1
GNM358	node3	OG0001794	nochange	1	1
GNM358	node3	OG0001795	nochange	1	1
GNM358	node3	OG0001796	nochange	1	1
GNM358	node3	OG0001797	nochange	1	1
GNM358	node3	OG0001798	nochange	1	1
GNM358	node3	OG0001800	nochange	1	1
GNM358	node3	OG0001801	nochange	1	1
GNM358	node3	OG0001802	nochange	1	1
GNM358	node3	OG0001803	nochange	1	1
GNM358	node3	OG0001804	nochange	1	1
GNM358	node3	OG0001806	nochange	1	1
GNM358	node3	OG0001809	nochange	1	1
GNM358	node3	OG0001810	nochange	1	1
GNM358	node3	OG0001811	nochange	1	1
GNM358	node3	OG0001814	nochange	1	1
GNM358	node3	OG0001815	nochange	1	1
GNM358	node3	OG0001822	nochange	3	3
GNM358	node3	OG0001823	nochange	1	1
GNM358	node3	OG0001824	plus	3	1
GNM358	node3	OG0001825	nochange	1	1
GNM358	node3	OG0001826	nochange	1	1
GNM358	node3	OG0001827	nochange	1	1
GNM358	node3	OG0001828	nochange	1	1
GNM358	node3	OG0001829	nochange	1	1
GNM358	node3	OG0001830	nochange	1	1
GNM358	node3	OG0001832	nochange	1	1
GNM358	node3	OG0001835	nochange	1	1
GNM358	node3	OG0001836	nochange	1	1
GNM358	node3	OG0001839	nochange	1	1
GNM358	node3	OG0001842	nochange	1	1
GNM358	node3	OG0001845	nochange	1	1
GNM358	node3	OG0001847	nochange	1	1
GNM358	node3	OG0001850	nochange	1	1
GNM358	node3	OG0001851	nochange	1	1
GNM358	node3	OG0001852	nochange	2	2
GNM358	node3	OG0001853	nochange	1	1
GNM358	node3	OG0001854	nochange	1	1
GNM358	node3	OG0001855	nochange	2	2
GNM358	node3	OG0001856	nochange	1	1
GNM358	node3	OG0001857	del	0	1
GNM358	node3	OG0001858	nochange	1	1
GNM358	node3	OG0001862	nochange	1	1
GNM358	node3	OG0001865	nochange	1	1
GNM358	node3	OG0001868	nochange	1	1
GNM358	node3	OG0001869	nochange	1	1
GNM358	node3	OG0001871	nochange	1	1
GNM358	node3	OG0001873	nochange	1	1
GNM358	node3	OG0001874	nochange	1	1
GNM358	node3	OG0001875	nochange	1	1
GNM358	node3	OG0001876	nochange	1	1
GNM358	node3	OG0001877	nochange	1	1
GNM358	node3	OG0001885	nochange	1	1
GNM358	node3	OG0001894	nochange	1	1
GNM358	node3	OG0001895	nochange	1	1
GNM358	node3	OG0001896	nochange	1	1
GNM358	node3	OG0001897	nochange	1	1
GNM358	node3	OG0001900	nochange	1	1
GNM358	node3	OG0001901	plus	3	1
GNM358	node3	OG0001904	nochange	1	1
GNM358	node3	OG0001907	add	3	0
GNM358	node3	OG0001908	nochange	1	1
GNM358	node3	OG0001909	nochange	1	1
GNM358	node3	OG0001910	nochange	1	1
GNM358	node3	OG0001911	nochange	1	1
GNM358	node3	OG0001912	nochange	1	1
GNM358	node3	OG0001916	nochange	2	2
GNM358	node3	OG0001917	nochange	1	1
GNM358	node3	OG0001920	nochange	1	1
GNM358	node3	OG0001921	nochange	1	1
GNM358	node3	OG0001923	nochange	1	1
GNM358	node3	OG0001924	nochange	1	1
GNM358	node3	OG0001925	nochange	1	1
GNM358	node3	OG0001927	nochange	1	1
GNM358	node3	OG0001929	nochange	1	1
GNM358	node3	OG0001930	nochange	1	1
GNM358	node3	OG0001931	nochange	1	1
GNM358	node3	OG0001932	nochange	1	1
GNM358	node3	OG0001933	nochange	1	1
GNM358	node3	OG0001934	nochange	1	1
GNM358	node3	OG0001935	nochange	1	1
GNM358	node3	OG0001937	nochange	1	1
GNM358	node3	OG0001938	nochange	1	1
GNM358	node3	OG0001939	nochange	1	1
GNM358	node3	OG0001940	nochange	1	1
GNM358	node3	OG0001941	nochange	1	1
GNM358	node3	OG0001942	nochange	1	1
GNM358	node3	OG0001945	nochange	1	1
GNM358	node3	OG0001950	nochange	1	1
GNM358	node3	OG0001954	nochange	1	1
GNM358	node3	OG0001955	nochange	1	1
GNM358	node3	OG0001956	nochange	1	1
GNM358	node3	OG0001958	nochange	1	1
GNM358	node3	OG0001959	nochange	1	1
GNM358	node3	OG0001960	nochange	1	1
GNM358	node3	OG0001961	nochange	1	1
GNM358	node3	OG0001962	nochange	1	1
GNM358	node3	OG0001963	nochange	1	1
GNM358	node3	OG0001964	nochange	1	1
GNM358	node3	OG0001965	nochange	1	1
GNM358	node3	OG0001968	nochange	1	1
GNM358	node3	OG0001970	nochange	1	1
GNM358	node3	OG0001974	nochange	1	1
GNM358	node3	OG0001975	nochange	1	1
GNM358	node3	OG0001979	nochange	1	1
GNM358	node3	OG0001980	nochange	1	1
GNM358	node3	OG0001982	nochange	1	1
GNM358	node3	OG0001983	nochange	1	1
GNM358	node3	OG0001984	nochange	1	1
GNM358	node3	OG0001985	nochange	1	1
GNM358	node3	OG0001986	nochange	1	1
GNM358	node3	OG0001988	nochange	1	1
GNM358	node3	OG0002001	nochange	1	1
GNM358	node3	OG0002002	nochange	1	1
GNM358	node3	OG0002004	nochange	1	1
GNM358	node3	OG0002011	nochange	1	1
GNM358	node3	OG0002013	nochange	1	1
GNM358	node3	OG0002015	nochange	1	1
GNM358	node3	OG0002016	nochange	1	1
GNM358	node3	OG0002017	nochange	1	1
GNM358	node3	OG0002018	nochange	1	1
GNM358	node3	OG0002019	nochange	1	1
GNM358	node3	OG0002024	nochange	1	1
GNM358	node3	OG0002025	nochange	1	1
GNM358	node3	OG0002026	nochange	1	1
GNM358	node3	OG0002027	nochange	1	1
GNM358	node3	OG0002029	nochange	2	2
GNM358	node3	OG0002030	nochange	1	1
GNM358	node3	OG0002035	nochange	1	1
GNM358	node3	OG0002036	nochange	1	1
GNM358	node3	OG0002038	nochange	1	1
GNM358	node3	OG0002040	nochange	1	1
GNM358	node3	OG0002045	nochange	1	1
GNM358	node3	OG0002057	nochange	1	1
GNM358	node3	OG0002058	nochange	1	1
GNM358	node3	OG0002060	nochange	1	1
GNM358	node3	OG0002062	nochange	1	1
GNM358	node3	OG0002063	del	0	1
GNM358	node3	OG0002064	nochange	1	1
GNM358	node3	OG0002065	nochange	1	1
GNM358	node3	OG0002066	nochange	1	1
GNM358	node3	OG0002071	nochange	1	1
GNM358	node3	OG0002072	nochange	1	1
GNM358	node3	OG0002073	nochange	1	1
GNM358	node3	OG0002074	nochange	1	1
GNM358	node3	OG0002077	nochange	1	1
GNM358	node3	OG0002078	nochange	1	1
GNM358	node3	OG0002082	nochange	1	1
GNM358	node3	OG0002084	nochange	1	1
GNM358	node3	OG0002087	nochange	1	1
GNM358	node3	OG0002092	del	0	1
GNM358	node3	OG0002093	nochange	1	1
GNM358	node3	OG0002095	nochange	1	1
GNM358	node3	OG0002097	nochange	2	2
GNM358	node3	OG0002098	nochange	1	1
GNM358	node3	OG0002099	nochange	1	1
GNM358	node3	OG0002100	nochange	1	1
GNM358	node3	OG0002104	nochange	1	1
GNM358	node3	OG0002112	nochange	1	1
GNM358	node3	OG0002114	nochange	1	1
GNM358	node3	OG0002115	nochange	1	1
GNM358	node3	OG0002118	nochange	2	2
GNM358	node3	OG0002119	nochange	1	1
GNM358	node3	OG0002126	nochange	1	1
GNM358	node3	OG0002128	nochange	1	1
GNM358	node3	OG0002130	nochange	1	1
GNM358	node3	OG0002131	nochange	1	1
GNM358	node3	OG0002132	nochange	1	1
GNM358	node3	OG0002134	nochange	1	1
GNM358	node3	OG0002136	nochange	2	2
GNM358	node3	OG0002137	nochange	1	1
GNM358	node3	OG0002138	del	0	1
GNM358	node3	OG0002140	nochange	1	1
GNM358	node3	OG0002142	nochange	1	1
GNM358	node3	OG0002147	nochange	3	3
GNM358	node3	OG0002148	nochange	1	1
GNM358	node3	OG0002151	nochange	1	1
GNM358	node3	OG0002155	nochange	1	1
GNM358	node3	OG0002161	nochange	1	1
GNM358	node3	OG0002164	nochange	1	1
GNM358	node3	OG0002168	nochange	1	1
GNM358	node3	OG0002171	nochange	1	1
GNM358	node3	OG0002177	del	0	1
GNM358	node3	OG0002180	nochange	1	1
GNM358	node3	OG0002185	nochange	1	1
GNM358	node3	OG0002186	nochange	1	1
GNM358	node3	OG0002187	nochange	1	1
GNM358	node3	OG0002188	nochange	1	1
GNM358	node3	OG0002191	nochange	1	1
GNM358	node3	OG0002192	nochange	1	1
GNM358	node3	OG0002195	nochange	1	1
GNM358	node3	OG0002196	nochange	1	1
GNM358	node3	OG0002198	nochange	1	1
GNM358	node3	OG0002202	nochange	1	1
GNM358	node3	OG0002205	nochange	1	1
GNM358	node3	OG0002206	nochange	1	1
GNM358	node3	OG0002207	nochange	1	1
GNM358	node3	OG0002212	nochange	1	1
GNM358	node3	OG0002213	nochange	1	1
GNM358	node3	OG0002214	nochange	1	1
GNM358	node3	OG0002215	nochange	1	1
GNM358	node3	OG0002217	nochange	1	1
GNM358	node3	OG0002220	nochange	1	1
GNM358	node3	OG0002223	nochange	1	1
GNM358	node3	OG0002226	nochange	1	1
GNM358	node3	OG0002229	nochange	1	1
GNM358	node3	OG0002231	nochange	1	1
GNM358	node3	OG0002233	nochange	1	1
GNM358	node3	OG0002234	nochange	1	1
GNM358	node3	OG0002235	nochange	1	1
GNM358	node3	OG0002236	nochange	1	1
GNM358	node3	OG0002244	nochange	1	1
GNM358	node3	OG0002245	nochange	1	1
GNM358	node3	OG0002246	nochange	1	1
GNM358	node3	OG0002249	nochange	1	1
GNM358	node3	OG0002250	nochange	1	1
GNM358	node3	OG0002255	nochange	1	1
GNM358	node3	OG0002256	nochange	1	1
GNM358	node3	OG0002258	plus	2	1
GNM358	node3	OG0002263	nochange	1	1
GNM358	node3	OG0002266	nochange	1	1
GNM358	node3	OG0002269	nochange	1	1
GNM358	node3	OG0002273	nochange	1	1
GNM358	node3	OG0002274	nochange	1	1
GNM358	node3	OG0002275	nochange	1	1
GNM358	node3	OG0002277	nochange	1	1
GNM358	node3	OG0002279	nochange	1	1
GNM358	node3	OG0002281	nochange	1	1
GNM358	node3	OG0002282	nochange	1	1
GNM358	node3	OG0002286	nochange	1	1
GNM358	node3	OG0002287	nochange	1	1
GNM358	node3	OG0002289	nochange	1	1
GNM358	node3	OG0002290	nochange	1	1
GNM358	node3	OG0002294	nochange	1	1
GNM358	node3	OG0002295	add	1	0
GNM358	node3	OG0002297	nochange	2	2
GNM358	node3	OG0002298	nochange	1	1
GNM358	node3	OG0002308	nochange	1	1
GNM358	node3	OG0002311	nochange	1	1
GNM358	node3	OG0002313	nochange	1	1
GNM358	node3	OG0002315	nochange	1	1
GNM358	node3	OG0002320	nochange	1	1
GNM358	node3	OG0002323	nochange	1	1
GNM358	node3	OG0002330	nochange	1	1
GNM358	node3	OG0002331	nochange	1	1
GNM358	node3	OG0002344	nochange	1	1
GNM358	node3	OG0002351	nochange	1	1
GNM358	node3	OG0002359	nochange	1	1
GNM358	node3	OG0002360	nochange	1	1
GNM358	node3	OG0002361	del	0	1
GNM358	node3	OG0002363	nochange	1	1
GNM358	node3	OG0002371	add	1	0
GNM358	node3	OG0002374	nochange	1	1
GNM358	node3	OG0002380	nochange	1	1
GNM358	node3	OG0002384	nochange	1	1
GNM358	node3	OG0002385	nochange	1	1
GNM358	node3	OG0002386	nochange	1	1
GNM358	node3	OG0002392	del	0	1
GNM358	node3	OG0002396	nochange	1	1
GNM358	node3	OG0002397	del	0	1
GNM358	node3	OG0002399	nochange	1	1
GNM358	node3	OG0002405	nochange	2	2
GNM358	node3	OG0002406	nochange	1	1
GNM358	node3	OG0002419	nochange	1	1
GNM358	node3	OG0002420	nochange	1	1
GNM358	node3	OG0002423	nochange	1	1
GNM358	node3	OG0002430	nochange	1	1
GNM358	node3	OG0002431	nochange	1	1
GNM358	node3	OG0002432	nochange	2	2
GNM358	node3	OG0002437	nochange	1	1
GNM358	node3	OG0002438	nochange	1	1
GNM358	node3	OG0002447	nochange	1	1
GNM358	node3	OG0002452	nochange	1	1
GNM358	node3	OG0002460	nochange	1	1
GNM358	node3	OG0002466	del	0	1
GNM358	node3	OG0002469	nochange	1	1
GNM358	node3	OG0002470	nochange	1	1
GNM358	node3	OG0002474	nochange	1	1
GNM358	node3	OG0002477	nochange	1	1
GNM358	node3	OG0002478	nochange	1	1
GNM358	node3	OG0002485	nochange	1	1
GNM358	node3	OG0002493	nochange	1	1
GNM358	node3	OG0002495	del	0	1
GNM358	node3	OG0002496	del	0	1
GNM358	node3	OG0002497	nochange	1	1
GNM358	node3	OG0002499	nochange	1	1
GNM358	node3	OG0002500	nochange	1	1
GNM358	node3	OG0002501	nochange	1	1
GNM358	node3	OG0002510	plus	2	1
GNM358	node3	OG0002519	nochange	1	1
GNM358	node3	OG0002523	nochange	1	1
GNM358	node3	OG0002526	nochange	1	1
GNM358	node3	OG0002534	nochange	1	1
GNM358	node3	OG0002539	nochange	1	1
GNM358	node3	OG0002542	nochange	1	1
GNM358	node3	OG0002548	nochange	1	1
GNM358	node3	OG0002553	nochange	1	1
GNM358	node3	OG0002559	nochange	1	1
GNM358	node3	OG0002560	nochange	1	1
GNM358	node3	OG0002564	nochange	1	1
GNM358	node3	OG0002575	nochange	1	1
GNM358	node3	OG0002581	nochange	1	1
GNM358	node3	OG0002583	nochange	2	2
GNM358	node3	OG0002595	nochange	1	1
GNM358	node3	OG0002598	nochange	1	1
GNM358	node3	OG0002603	nochange	1	1
GNM358	node3	OG0002608	nochange	1	1
GNM358	node3	OG0002609	nochange	1	1
GNM358	node3	OG0002611	nochange	1	1
GNM358	node3	OG0002614	nochange	1	1
GNM358	node3	OG0002616	nochange	1	1
GNM358	node3	OG0002622	nochange	1	1
GNM358	node3	OG0002627	nochange	1	1
GNM358	node3	OG0002642	nochange	1	1
GNM358	node3	OG0002650	nochange	1	1
GNM358	node3	OG0002651	del	0	1
GNM358	node3	OG0002664	del	0	1
GNM358	node3	OG0002675	nochange	1	1
GNM358	node3	OG0002676	nochange	1	1
GNM358	node3	OG0002686	nochange	1	1
GNM358	node3	OG0002691	del	0	1
GNM358	node3	OG0002696	nochange	1	1
GNM358	node3	OG0002698	nochange	1	1
GNM358	node3	OG0002706	nochange	1	1
GNM358	node3	OG0002713	nochange	1	1
GNM358	node3	OG0002716	nochange	1	1
GNM358	node3	OG0002718	nochange	1	1
GNM358	node3	OG0002725	nochange	1	1
GNM358	node3	OG0002733	nochange	1	1
GNM358	node3	OG0002734	nochange	1	1
GNM358	node3	OG0002737	nochange	1	1
GNM358	node3	OG0002741	nochange	1	1
GNM358	node3	OG0002742	nochange	1	1
GNM358	node3	OG0002747	nochange	1	1
GNM358	node3	OG0002759	nochange	1	1
GNM358	node3	OG0002760	nochange	1	1
GNM358	node3	OG0002763	nochange	1	1
GNM358	node3	OG0002770	nochange	1	1
GNM358	node3	OG0002771	nochange	1	1
GNM358	node3	OG0002772	nochange	1	1
GNM358	node3	OG0002774	nochange	1	1
GNM358	node3	OG0002775	nochange	1	1
GNM358	node3	OG0002777	nochange	1	1
GNM358	node3	OG0002782	nochange	1	1
GNM358	node3	OG0002813	nochange	1	1
GNM358	node3	OG0002814	nochange	1	1
GNM358	node3	OG0002815	nochange	1	1
GNM358	node3	OG0002816	nochange	1	1
GNM358	node3	OG0002817	nochange	1	1
GNM358	node3	OG0002820	nochange	1	1
GNM358	node3	OG0002827	nochange	1	1
GNM358	node3	OG0002829	nochange	1	1
GNM358	node3	OG0002844	nochange	1	1
GNM358	node3	OG0002853	nochange	1	1
GNM358	node3	OG0002858	nochange	1	1
GNM358	node3	OG0002859	nochange	1	1
GNM358	node3	OG0002860	nochange	1	1
GNM358	node3	OG0002861	nochange	1	1
GNM358	node3	OG0002862	nochange	1	1
GNM358	node3	OG0002863	nochange	1	1
GNM358	node3	OG0002864	nochange	1	1
GNM358	node3	OG0002865	nochange	1	1
GNM358	node3	OG0002866	nochange	1	1
GNM358	node3	OG0002867	nochange	1	1
GNM358	node3	OG0002868	nochange	1	1
GNM358	node3	OG0002869	nochange	1	1
GNM358	node3	OG0002870	nochange	1	1
GNM358	node3	OG0002871	nochange	1	1
GNM358	node3	OG0002872	nochange	1	1
GNM358	node3	OG0002875	nochange	1	1
GNM358	node3	OG0002889	nochange	1	1
GNM358	node3	OG0002906	nochange	1	1
GNM358	node3	OG0002913	nochange	1	1
GNM358	node3	OG0002917	nochange	1	1
GNM358	node3	OG0002918	nochange	1	1
GNM358	node3	OG0002920	add	1	0
GNM358	node3	OG0002921	nochange	1	1
GNM358	node3	OG0002927	add	5	0
GNM358	node3	OG0002933	nochange	2	2
GNM358	node3	OG0002942	nochange	1	1
GNM358	node3	OG0002947	nochange	1	1
GNM358	node3	OG0002952	nochange	1	1
GNM358	node3	OG0002958	nochange	1	1
GNM358	node3	OG0002959	nochange	1	1
GNM358	node3	OG0002960	nochange	1	1
GNM358	node3	OG0002961	nochange	1	1
GNM358	node3	OG0002964	nochange	1	1
GNM358	node3	OG0002968	nochange	2	2
GNM358	node3	OG0002969	nochange	1	1
GNM358	node3	OG0002996	nochange	1	1
GNM358	node3	OG0003000	add	1	0
GNM358	node3	OG0003009	add	1	0
GNM358	node3	OG0003015	nochange	1	1
GNM358	node3	OG0003026	nochange	1	1
GNM358	node3	OG0003029	nochange	1	1
GNM358	node3	OG0003044	nochange	1	1
GNM358	node3	OG0003047	nochange	1	1
GNM358	node3	OG0003064	nochange	1	1
GNM358	node3	OG0003071	nochange	1	1
GNM358	node3	OG0003080	nochange	1	1
GNM358	node3	OG0003095	nochange	1	1
