rank	type	sample	location	CHUG	LSUCC1028	LSUCC0246	LSUCC0387	HKCCA1288	FZCC0188	HKCCD6035	HKCCA1065	FZCC0069	RCA23	LE17	HTCC2083	HTCC2150	HTCC2255	SB2	HIMB11	SUM
-440	geotraces	SRR5788109	NAO	0.001	0	0	0.001	0	0	0	0	0	0.019	0.004	0.002	0.001	0.035	0.016	0.001	0.077
-441	geotraces	SRR5788338	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-442	geotraces	SRR5788283	NAO	0.001	0	0	0.001	0	0	0	0	0	0.004	0.001	0.001	0	0.012	0.004	0	0.022
-443	geotraces	SRR5788378	NAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-444	geotraces	SRR5788116	NAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.005	0	0.008
-445	geotraces	SRR5788456	NAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-446	geotraces	SRR5788281	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-447	geotraces	SRR5788335	NAO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0.001	0.007
-448	geotraces	SRR5788145	NAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0.003
-449	geotraces	SRR5788168	NAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-450	geotraces	SRR5788141	NAO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0.001	0.001	0	0	0.005
-451	geotraces	SRR5788143	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-452	geotraces	SRR5788434	NAO	0.001	0	0	0	0.001	0	0	0	0	0.004	0	0.001	0.001	0.003	0.004	0.001	0.014
-453	geotraces	SRR5788433	NAO	0.001	0	0	0	0	0	0	0	0	0.004	0	0.001	0.001	0.003	0.004	0.001	0.013
-454	geotraces	SRR5788367	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.006	0.003	0.001	0.012
-455	geotraces	SRR5788012	NAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.004	0	0.009
-456	geotraces	SRR5788287	NAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.037	0	0.042
-457	geotraces	SRR5788237	NAO	0.001	0	0	0	0	0	0	0	0	0.008	0.001	0.002	0.001	0.047	0.002	0	0.061
-458	geotraces	SRR5788236	NAO	0.001	0	0	0	0	0	0	0	0	0.046	0.009	0.002	0.001	0.03	0.011	0	0.1
-459	geotraces	SRR5788227	NAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0	0.006
-460	geotraces	SRR5788197	NAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-461	geotraces	SRR5788230	NAO	0.001	0	0	0	0	0	0	0	0	0.007	0.001	0.001	0.001	0.01	0.009	0.001	0.029
-462	geotraces	SRR5788000	NAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.003	0.002	0.001	0.009
-463	geotraces	SRR5788140	NAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-464	geotraces	SRR5787999	NAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0	0.006
-465	geotraces	SRR5788113	NAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-466	geotraces	SRR5788146	NAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-467	geotraces	SRR5788463	NAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-468	geotraces	SRR5788218	NAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0	0.005
-469	geotraces	SRR5788285	NAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0.001	0.007	0.003	0	0.015
-470	geotraces	SRR5788290	NAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-471	geotraces	SRR5788339	NAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0	0	0.005
-472	geotraces	SRR5788465	NAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0.001	0.006
-473	geotraces	SRR5788387	NAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0.001	0	0.001	0.034	0.001	0.04
-474	geotraces	SRR5788436	NAO	0.001	0	0	0	0	0	0	0	0	0.004	0	0	0.001	0.005	0.002	0	0.013
-475	geotraces	SRR5788229	NAO	0.001	0	0	0	0	0	0	0	0	0.005	0.001	0.001	0.001	0.01	0.006	0.001	0.023
-476	geotraces	SRR5788343	NAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.006
-477	geotraces	SRR5788233	NAO	0.001	0	0	0	0	0	0	0	0	0.007	0.001	0.001	0	0.011	0.008	0.001	0.029
-478	geotraces	SRR5788231	NAO	0.001	0	0	0	0	0	0	0	0	0.005	0	0.002	0	0.004	0.001	0	0.013
-479	geotraces	SRR5788173	NAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-480	geotraces	SRR5788234	NAO	0.001	0	0	0	0	0	0	0	0	0.019	0.004	0.002	0.001	0.028	0.022	0.001	0.076
-481	geotraces	SRR5788286	NAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0.001	0	0.008	0.001	0	0.012
-482	geotraces	SRR5788435	NAO	0.001	0	0	0	0	0	0	0	0	0.004	0	0	0.001	0.004	0.002	0	0.011
-483	geotraces	SRR5788256	NAO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.006
-484	geotraces	SRR5788464	NAO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.005
-485	geotraces	SRR5788019	SAO	0.008	0	0	0.007	0	0	0	0	0	0.003	0	0	0	0.001	0.006	0.001	0.011
-486	geotraces	SRR5788022	SAO	0.007	0	0	0.007	0	0	0	0	0	0.003	0	0	0.001	0.001	0.002	0	0.007
-487	geotraces	SRR5788130	SAO	0.007	0	0	0.006	0	0	0	0	0	0.003	0	0.001	0	0.017	0.041	0.003	0.065
-488	geotraces	SRR5788021	SAO	0.006	0	0	0.005	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-489	geotraces	SRR5788438	SAO	0.005	0	0	0.005	0	0	0	0	0	0.003	0	0	0	0.001	0.002	0.001	0.008
-490	geotraces	SRR5788308	SAO	0.005	0	0	0.005	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0	0.007
-491	geotraces	SRR5788382	SAO	0.005	0	0	0.004	0	0	0	0	0	0.003	0	0	0	0.001	0.027	0.001	0.033
-492	geotraces	SRR5788016	SAO	0.004	0	0	0.004	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0	0.007
-493	geotraces	SRR5788017	SAO	0.004	0	0	0.003	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-494	geotraces	SRR5788031	SAO	0.003	0	0	0.003	0	0	0	0	0	0.001	0	0	0	0.005	0.001	0.001	0.01
-495	geotraces	SRR5788137	SAO	0.003	0	0	0.003	0	0	0	0	0	0.002	0	0.001	0	0.012	0.028	0.002	0.045
-496	geotraces	SRR5788384	SAO	0.003	0	0	0.003	0	0	0	0	0	0.003	0	0	0	0.001	0.005	0	0.01
-497	geotraces	SRR5788018	SAO	0.003	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0.004	0	0.008
-498	geotraces	SRR5788032	SAO	0.003	0	0	0.003	0	0	0	0	0	0.002	0	0.001	0	0.012	0.036	0.004	0.054
-499	geotraces	SRR5788311	SAO	0.003	0	0	0.003	0	0	0	0	0	0.004	0	0.001	0	0.001	0.002	0	0.008
-500	geotraces	SRR5788024	SAO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.047	0	0.052
-501	geotraces	SRR5788136	SAO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0.001	0	0.011	0.027	0.002	0.044
-502	geotraces	SRR5787992	SAO	0.003	0	0	0.003	0	0	0	0	0	0.003	0	0	0	0.104	0.001	0	0.109
-503	geotraces	SRR5788383	SAO	0.003	0	0	0.002	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-504	geotraces	SRR5788439	SAO	0.003	0	0	0.002	0	0	0	0	0	0.004	0	0.001	0	0.001	0.001	0	0.007
-505	geotraces	SRR5788020	SAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-506	geotraces	SRR5788033	SAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0.001	0	0.01	0.033	0.004	0.05
-507	geotraces	SRR5788029	SAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.003	0.001	0.002	0.009
-508	geotraces	SRR5788302	SAO	0.002	0	0	0.002	0	0	0	0	0	0.003	0	0.001	0	0.001	0.002	0	0.008
-509	geotraces	SRR5788205	SAO	0.002	0	0	0.002	0	0	0	0	0	0.007	0	0.001	0	0.001	0.003	0.001	0.014
-510	geotraces	SRR5788468	SAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.045	0	0.049
-511	geotraces	SRR5788186	SAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-512	geotraces	SRR5788182	SAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.005
-513	geotraces	SRR5788023	SAO	0.002	0	0	0.002	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.002
-514	geotraces	SRR5788131	SAO	0.002	0	0	0.001	0.001	0	0	0	0	0.004	0.001	0.001	0	0.029	0.16	0.008	0.204
-515	geotraces	SRR5788350	SAO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.005	0	0	0.008
-516	geotraces	SRR5788443	SAO	0.002	0	0	0.001	0	0	0	0	0	0.007	0	0.001	0	0.001	0.003	0.001	0.013
-517	geotraces	SRR5788028	SAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.004	0.002	0.002	0.012
-518	geotraces	SRR5788445	SAO	0.002	0	0	0.001	0	0	0	0	0	0.004	0	0.001	0	0.001	0.002	0.001	0.009
-519	geotraces	SRR5788026	SAO	0.002	0	0	0.001	0.001	0	0	0	0	0.003	0	0	0.001	0.003	0.002	0.002	0.011
-520	geotraces	SRR5788442	SAO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0.001	0	0.001	0.002	0	0.007
-521	geotraces	SRR5788303	SAO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.002	0	0.007
-522	geotraces	SRR5788381	SAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-523	geotraces	SRR5788348	SAO	0.002	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-524	geotraces	SRR5788444	SAO	0.002	0	0	0.001	0	0	0	0	0	0.004	0	0	0	0.001	0.002	0.001	0.009
-525	geotraces	SRR5788104	SAO	0.002	0	0	0.001	0	0	0	0	0	0.004	0	0.001	0	0.013	0.041	0.001	0.061
-526	geotraces	SRR5788030	SAO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.005	0.002	0.002	0.012
-527	geotraces	SRR5788446	SAO	0.001	0	0	0.001	0	0	0	0	0	0.004	0	0.001	0	0.001	0.002	0.001	0.009
-528	geotraces	SRR5788185	SAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-529	geotraces	SRR5788079	SAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.006
-530	geotraces	SRR5788211	SAO	0.001	0	0	0.001	0.001	0	0	0	0	0.003	0	0.001	0	0.002	0.003	0.003	0.013
-531	geotraces	SRR5788034	SAO	0.001	0	0	0.001	0	0	0	0	0	0.004	0	0.001	0	0.002	0.004	0.001	0.012
-532	geotraces	SRR5788349	SAO	0.001	0	0	0.001	0	0	0	0	0	0.011	0.002	0.001	0.001	0.028	0.039	0.001	0.083
-533	geotraces	SRR5788035	SAO	0.001	0	0	0.001	0	0	0	0	0	0.004	0	0.001	0	0.002	0.003	0.001	0.01
-534	geotraces	SRR5788180	SAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-535	geotraces	SRR5788345	SAO	0.001	0	0	0.001	0	0	0	0	0	0.006	0	0.001	0.001	0.01	0.001	0	0.018
-536	geotraces	SRR5788077	SAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.001	0	0.004
-537	geotraces	SRR5788351	SAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-538	geotraces	SRR5788027	SAO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0.001	0.003	0.001	0.001	0.01
-539	geotraces	SRR5788440	SAO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.002	0	0.007
-540	geotraces	SRR5788304	SAO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.002	0	0.007
-541	geotraces	SRR5788074	SAO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.002	0.002	0.001	0.008
-542	geotraces	SRR5788212	SAO	0.001	0	0	0	0.001	0	0	0	0	0.003	0	0.001	0	0.002	0.003	0.002	0.012
-543	geotraces	SRR5788380	SAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.042	0	0.046
-544	geotraces	SRR5788076	SAO	0.001	0	0	0	0.001	0	0	0	0	0.007	0.001	0.001	0.001	0.003	0.006	0.001	0.019
-545	geotraces	SRR5788075	SAO	0.001	0	0	0	0	0	0	0	0	0.004	0	0.001	0	0.017	0.034	0.002	0.058
-546	geotraces	SRR5788437	SAO	0.001	0	0	0	0	0	0	0	0	0.005	0	0.001	0	0.002	0.002	0.001	0.012
-547	geotraces	SRR5788209	SAO	0.001	0	0	0	0.001	0	0	0	0	0.003	0	0	0	0.002	0.003	0.002	0.011
-548	geotraces	SRR5788305	SAO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0	0.007
-549	geotraces	SRR5788202	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0.001	0	0.016	0.031	0.002	0.052
-550	geotraces	SRR5788099	SAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.011	0	0	0.013
-551	geotraces	SRR5788307	SAO	0.001	0	0	0.001	0	0	0	0	0	0.004	0	0	0	0.002	0.002	0.001	0.009
-552	geotraces	SRR5788203	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0.001	0	0.016	0.032	0.002	0.054
-553	geotraces	SRR5788208	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0.001	0	0.002	0.003	0.002	0.01
-554	geotraces	SRR5788206	SAO	0.001	0	0	0	0	0	0	0	0	0.006	0	0.001	0	0.001	0.002	0.001	0.012
-555	geotraces	SRR5788048	SAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.002	0.001	0	0.006
-556	geotraces	SRR5788210	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.002	0.002	0.01
-557	geotraces	SRR5788441	SAO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.002	0	0.006
-558	geotraces	SRR5788100	SAO	0.001	0	0	0	0	0	0	0	0	0.006	0.001	0.001	0	0.017	0.014	0.001	0.04
-559	geotraces	SRR5788190	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.046	0.001	0.052
-560	geotraces	SRR5787990	SAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.04	0	0.044
-561	geotraces	SRR5788187	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0.001	0.001	0	0	0.005
-562	geotraces	SRR5788207	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.003	0.002	0.009
-563	geotraces	SRR5788183	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.001	0.001	0.006
-564	geotraces	SRR5788073	SAO	0.001	0	0	0	0	0	0	0	0	0.004	0	0.001	0	0.002	0.003	0.001	0.011
-565	geotraces	SRR5788071	SAO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.006
-566	geotraces	SRR5787989	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.071	0.001	0.076
-567	geotraces	SRR5788309	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.002	0	0.007
-568	geotraces	SRR5788347	SAO	0.001	0	0	0	0	0	0	0	0	0.006	0	0.001	0	0.011	0.001	0	0.019
-569	geotraces	SRR5788353	SAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-570	geotraces	SRR5788467	SAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-571	geotraces	SRR5788306	SAO	0.001	0	0	0	0	0	0	0	0	0.004	0	0	0	0.001	0.002	0	0.009
-572	geotraces	SRR5788047	SAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.09	0.001	0.094
-573	geotraces	SRR5788189	SAO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-574	geotraces	SRR5788346	SAO	0.001	0	0	0	0	0	0	0	0	0.012	0.001	0.001	0.001	0.03	0.004	0	0.049
-575	geotraces	SRR5788181	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0	0.001	0.006
-576	geotraces	SRR5788310	SAO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.002	0	0.007
-577	geotraces	SRR5788060	SAO	0.001	0	0	0	0	0	0	0	0	0.005	0.001	0	0	0.007	0.102	0.001	0.116
-578	geotraces	SRR5788106	SAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.004	0.002	0	0.009
-579	geotraces	SRR5788354	SAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.005
-580	geotraces	SRR5788105	SAO	0.001	0	0	0	0	0	0	0	0	0.004	0.001	0	0	0.003	0.036	0	0.044
-581	geotraces	SRR5788015	SAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.006
-582	geotraces	SRR5788072	SAO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-583	geotraces	SRR5788078	SAO	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0.001	0	0.004
-584	geotraces	SRR5788184	SAO	0	0	0	0	0	0	0	0	0	0.002	0	0	0.001	0.001	0.001	0	0.005
-585	geotraces	SRR5788188	SAO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.003	0	0.007
-586	geotraces	SRR5788352	SAO	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.003
-587	geotraces	SRR5788059	SAO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.003	0.006	0	0.012
-588	geotraces	SRR5788103	SAO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.012	0.007	0	0.022
-589	geotraces	SRR5788080	SAO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-590	geotraces	SRR5788328	SPO	0.074	0	0.004	0.07	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-591	geotraces	SRR5788153	SPO	0.046	0	0.002	0.044	0	0	0	0	0	0.001	0	0	0	0	0.001	0	0.003
-592	geotraces	SRR5788458	SPO	0.027	0	0.001	0.025	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.011
-593	geotraces	SRR5788095	SPO	0.023	0	0.002	0.021	0	0	0	0	0	0.003	0	0	0.001	0.001	0.011	0	0.018
-594	geotraces	SRR5788057	SPO	0.016	0	0.001	0.015	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.011
-595	geotraces	SRR5788459	SPO	0.011	0	0	0.01	0	0	0	0	0	0.002	0	0	0	0.001	0.009	0	0.014
-596	geotraces	SRR5788054	SPO	0.01	0	0	0.009	0	0	0	0	0	0.002	0	0	0	0.001	0.012	0	0.017
-597	geotraces	SRR5788420	SPO	0.009	0	0	0.009	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.002
-598	geotraces	SRR5788460	SPO	0.009	0	0	0.008	0	0	0	0	0	0.002	0	0	0	0.001	0.01	0	0.014
-599	geotraces	SRR5788329	SPO	0.009	0	0	0.008	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-600	geotraces	SRR5788424	SPO	0.008	0	0	0.008	0	0	0	0	0	0.001	0	0	0	0.001	0.002	0	0.006
-601	geotraces	SRR5788124	SPO	0.008	0	0	0.007	0	0	0	0	0	0.001	0	0	0	0.001	0.003	0	0.006
-602	geotraces	SRR5788244	SPO	0.008	0	0	0.007	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-603	geotraces	SRR5788150	SPO	0.006	0	0	0.006	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-604	geotraces	SRR5788122	SPO	0.006	0	0	0.006	0	0	0	0	0	0.001	0	0	0	0.001	0.006	0	0.008
-605	geotraces	SRR5788300	SPO	0.006	0	0	0.005	0	0	0	0	0	0.002	0	0	0	0.001	0.003	0	0.007
-606	geotraces	SRR5788461	SPO	0.005	0	0	0.005	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.011
-607	geotraces	SRR5788392	SPO	0.005	0	0	0.004	0	0	0	0	0	0.002	0	0	0	0.001	0.009	0	0.012
-608	geotraces	SRR5788162	SPO	0.004	0	0	0.004	0	0	0	0	0	0.003	0	0	0	0.001	0.017	0	0.022
-609	geotraces	SRR5788163	SPO	0.004	0	0	0.004	0	0	0	0	0	0.003	0	0	0	0.001	0.012	0	0.017
-610	geotraces	SRR5788161	SPO	0.004	0	0	0.004	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.006
-611	geotraces	SRR5788248	SPO	0.004	0	0	0.003	0	0	0	0	0	0.001	0	0	0	0.001	0.006	0	0.009
-612	geotraces	SRR5788056	SPO	0.004	0	0	0.003	0	0	0	0	0	0.003	0	0	0.001	0.001	0.013	0	0.019
-613	geotraces	SRR5788239	SPO	0.004	0	0	0.003	0	0	0	0	0	0.001	0	0	0	0.001	0.005	0	0.007
-614	geotraces	SRR5788046	SPO	0.003	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.005
-615	geotraces	SRR5788397	SPO	0.003	0	0	0.003	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-616	geotraces	SRR5788403	SPO	0.003	0	0	0.003	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-617	geotraces	SRR5788119	SPO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.005	0	0.009
-618	geotraces	SRR5788118	SPO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.01
-619	geotraces	SRR5788053	SPO	0.003	0	0	0.002	0	0	0	0	0	0.003	0	0	0	0.001	0.012	0	0.017
-620	geotraces	SRR5788158	SPO	0.003	0	0	0.002	0	0	0	0	0	0.003	0	0	0	0.001	0.014	0	0.019
-621	geotraces	SRR5788390	SPO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.006
-622	geotraces	SRR5788355	SPO	0.003	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.011
-623	geotraces	SRR5788148	SPO	0.002	0	0	0.002	0	0	0	0	0	0.003	0	0	0.001	0.001	0.012	0	0.018
-624	geotraces	SRR5788325	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.008	0	0.012
-625	geotraces	SRR5788171	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.008	0	0.012
-626	geotraces	SRR5788299	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.003	0	0.007
-627	geotraces	SRR5788462	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0.001	0.001	0.01	0	0.015
-628	geotraces	SRR5788243	SPO	0.002	0	0	0.002	0	0	0	0	0	0.001	0	0	0	0	0.002	0	0.004
-629	geotraces	SRR5788050	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.01	0	0.014
-630	geotraces	SRR5788396	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.004	0	0.008
-631	geotraces	SRR5788178	SPO	0.002	0	0	0.002	0	0	0	0	0	0.003	0	0	0	0.001	0.01	0	0.015
-632	geotraces	SRR5788165	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.004	0	0.008
-633	geotraces	SRR5788258	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.013	0	0.017
-634	geotraces	SRR5788092	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.01
-635	geotraces	SRR5788051	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.005	0	0.008
-636	geotraces	SRR5788421	SPO	0.002	0	0	0.002	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.002
-637	geotraces	SRR5788263	SPO	0.002	0	0	0.002	0	0	0	0	0	0.001	0	0	0	0.001	0.002	0	0.005
-638	geotraces	SRR5788121	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.005	0	0.008
-639	geotraces	SRR5788391	SPO	0.002	0	0	0.002	0	0	0	0	0	0.001	0	0	0	0.001	0.002	0	0.005
-640	geotraces	SRR5788259	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.01	0	0.013
-641	geotraces	SRR5788135	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.01
-642	geotraces	SRR5788265	SPO	0.002	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0.001
-643	geotraces	SRR5788055	SPO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.013	0	0.017
-644	geotraces	SRR5788297	SPO	0.002	0	0	0.002	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0.001	0.006
-645	geotraces	SRR5788247	SPO	0.002	0	0	0.002	0	0	0	0	0	0.001	0	0	0	0.001	0.006	0	0.009
-646	geotraces	SRR5788151	SPO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.003
-647	geotraces	SRR5788423	SPO	0.002	0	0	0.002	0	0	0	0	0	0.001	0	0	0	0.001	0.004	0	0.007
-648	geotraces	SRR5788291	SPO	0.002	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.002	0	0.004
-649	geotraces	SRR5788260	SPO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.015	0.001	0.02
-650	geotraces	SRR5788298	SPO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-651	geotraces	SRR5788058	SPO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0	0.001	0.001	0.009	0	0.014
